Genre,Poem
Death,"If trees fall in a wood and no one hears them,Do they exist except as a page of linesThat words of rapture or grief are written on?They are lines too while alive, pointing awayFrom the primer of damped air and leafmoldThat underlie, or would if certain of themWere not melon"
Affection,"We are two shadows holding hands at noon, defying physics for love's illusion"
Environment,"We two, how long we were fool’d,Now transmuted, we swiftly escape as Nature escapes,We are Nature, long have we been absent, but now we return,We become plants, trunks, foliage, roots, bark,We are bedded in the ground, we are rocks,We are oaks, we grow in the openings side by side,We browse,"
Affection,"What was there is no longer there: Not the blood running its wires of flame through the whole length Not the memories, the texts written in the language of the flat hills No, not the memories, the porch swing and the father crying The genteel and elegant aunt bleeding out on the highway (Too black"
Death,The autopsy revealed your heart was a library with all books overdue
Death,"When did I know that I’d have to carry it around in order to have it when I need it, say in a pocket,the dark itself not dark enough but needing to be added to, handful by handful if necessary, untilthe way my mother would sit all night in a room without the"
Music,The cello's bow draws charcoal portraits of midnights we'll never reclaim
Environment,"The holly! the holly! oh, twine it with bay—Come give the holly a song; For it helps to drive stern winter away,With his garment so sombre and long. It peeps through the trees with its berries of red,And its leaves of burnish’d green, When"
Music,"7. Letters arrived in intervals, as with everything else one might come, one might not regardless of whether there’d been a response. We prepared at all times. Bent over. We dreamed things would be different. Every time the door opened we each smiled in a way to make clear we’d"
Sorrow,Your coffee cup still stains the shelf where you left it half-full
Sorrow,My bones are wind chimes clinking empty tunes when storms pass through
Environment,"Is it agony that has bleached them to such beauty? Their standis at the edge of our property—white spires like fingers, through which the deer emerge with all the tentative grace of memory. Your fatherloved these trees. When you try to imagine his childhood, it is all oldfootage, in"
Death,The headstone is just the bookmark in a story the wind stole
Sorrow,I sleep on your side of the bed to haunt your absence
Affection,"AT morn—at noon—at twilight dim—Maria! thou hast heard my hymn!In joy and wo—in good and ill—Mother of God, be with me still!When the Hours flew"
Sorrow,Your coffee cup still stains the shelf where you left it half-full
Affection,"I was sympathetic to language, but often it shrugged me and kept other lovers. I crawled through the commas of Romanticism and rejected the rhythms, though sometimes at night I could feel a little sad. I could emerge nowinto a new kind of style, but the marketis already flooded and my people have lost"
Death,your mother shops for a fish               a plastic bag for a gloveyou untangle the wires with the crew               a boy among menyou choose the photograph for the wake               a finger in your
Affection,We are two languages sharing the same mother tongue
Music,My friend a writer and scientisthas retreated to a monasterywhere he has submitted himselfout of exhaustion to not knowing.He’s been thinking aboutthe incarnation a.k.a. Big Bangafter hearing a monk’s teachingthat crucifixion was not the hard partfor Christ. Incarnation was.How to squeeze all of thatall-of-that into a body. I wokethat Easter
Affection,Your breath writes sonnets on the back of my neck
Sorrow,I dial your number just to hear the void say 'disconnected'
Death,"I strayed about the deck, an hour, to-nightUnder a cloudy moonless sky; and peepedIn at the windows, watched my friends at table,Or playing cards, or standing in the doorway,Or coming out into the darkness. StillNo one could see me.                                          I would have thought of them—Heedless, within a week of battle—in"
Affection,Your breath writes haikus on the nape of my neck
Environment,"I have taken scales from off The cheeks of the moon. I have made fins from bluejays’ wings, I have made eyes from damsons in the shadow. I have taken flushes from the peachlips in the sun. From all these I have made a fish of heaven for you, Set it swimming on a young October"
Affection,Your breath writes sonnets on the back of my neck
Affection,On another nightin a hotelin a roomin a cityflanked by allthat is unfamiliarI am able to movemy finger alonga glass screenonce acrossonce vertical& in secondssee your mothersmiling in a roomthat is our ownthat is now sofar away butalso not so faraway at all& she can placethe small screennear her belly&
Sorrow,Your favorite song plays in every store like a taunt
Environment,The canyon carves its slow poem in layers of ancient rock
Environment,"Frost etches dendrite poems on windowpanes, winter's delicate neural network"
Music,The choir's voices braid light into ropes for climbing heavenward
Death,in paradise that i said lake should jumpinto a you          so how’d i miss the maw andrun from paradise into below the spoutand ride the rim and circle down the furwhere white collects to silver ringbefore the drop          the lightless part i dareyou not to think of abe while coursingcoursed half crane's
Affection,They are not real She said from the cellar And slowly unveiled The flat scope Lizards and their eggs That I hang around the neck You will break your legs He warned me And I believed him Ruby edgings around The mushroom-colored stones And the man who told me The women Are like pictures in a book They are not real And so I believed
Sorrow,I wear your absence like a wool coat in July - itchy and unbearable
Affection,"‘Oh whence do you come, my dear friend, to me,With your golden hair all fallen below your knee,And your face as white as snowdrops on the lea,And your voice as hollow as the hollow sea?’‘From the other world I come back to you:My locks are uncurled with dripping drenching dew,You"
